company_a,company_b,representative_text_a,representative_text_b,representative_path_a,representative_path_b,category
Anthropic,xAI,"similar technologies.we and our service providers use cookies, scripts, or similar technologies (“cookies”) to manage the services and to collect information about you and your use of the services. these technologies help us to recognize you, customize or personalize your experience, market additional products or services to you, and analyze the use of our services to make","similar technologies: we and our service providers use cookies and other similar technologies to operate and improve our services. cookies help us to recognize you, customize or personalize your experience, analyze the use of our services to make",privacy_policies/new_unique_text_PP/Anthropic_PP/20240607083447/privacy.txt,privacy_policies/new_unique_text_PP/xAI_PP/20250710000000/privacy-policy.txt,First-party Data Collection
OpenAI,xAI,device accesses our services based on information like,device accesses our services based on information like,privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20241104000000/eu-privacy-policy.txt,privacy_policies/new_unique_text_PP/xAI_PP/20250215010404/privacy-policy.txt,"User Access, Edit and Deletion"
DeepSeek,OpenAI,"a note about accuracy: services like <PROVIDER> generate responses by reading a user’s request and, in response, predicting the words most likely to appear next. in some cases, the words most likely to appear next may not be the most factually accurate.for this reason, you should not rely on the factual accuracy of output from our models. if you notice that output contains factually inaccurate information about you and you would like to request a correction or removal of the information, you can submit these requests <EMAIL> we will consider your request based on applicable law and the technical capabilities of our models. for this reason, you should not rely on the factual accuracy of output from our models. if you notice that output contains factually inaccurate information about you and you would like to request a correction or removal of the information, you can submit these requests <EMAIL> we will consider your request based on applicable law and the technical capabilities of our models","a note about accuracy: services like <PROVIDER> generate responses by reading a user’s request and, in response, predicting the words most likely to appear next. in some cases, the words most likely to appear next may not be the most factually accurate. for this reason, you should not rely on the factual accuracy of output from our models. if you notice that <PROVIDER> output contains factually inaccurate information about you and you would like to request a correction or removal of the information, you can submit these requests through privacy. <PROVIDER> .com or <EMAIL> ⁠, and we will consider your request based on applicable law and the technical capabilities of our models. for",privacy_policies/new_unique_text_PP/DeepSeek_PP/20250214185351/deepseek-privacy-policy.txt,privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20260210064516/index.txt,"User Access, Edit and Deletion"
Anthropic,OpenAI,"perform a contract with you, such as processing your contact information to send you a technical announcement about the services.your consent when we ask for it to process your personal data for a specific purpose that we communicate to you, such as processing your contact information to send you certain forms of marketing communications","perform a contract with you, such as processing your contact information to send you a technical announcement about the services. your consent when we ask for it to process your personal data for a specific purpose that we communicate to you, such as processing your contact information to send you certain forms of marketing communications",privacy_policies/new_unique_text_PP/Anthropic_PP/20241219083518/privacy.txt,privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20241104000000/eu-privacy-policy.txt,First-party Data Collection
Alibaba,OpenAI,"address, browser type and settings, the date and time of your request, and how you interact with our services. information we automatically collect during your use of the services usage data : we may collect information about your use of the services, such as the types of content that you view or engage with, the features you use and the actions you take, as well as your time zone, country, the dates and times of access, user agent and version, type of computer or mobile device","address, browser type and settings, the date and time of your request, and how you interacted with the site. usage data: we may automatically collect information about your use of the services, such as the types of content that you view or engage with, the features you use and the actions you take, as well as your time zone, country, the dates and times of access, user agent and version, type of computer or mobile device",privacy_policies/new_unique_text_PP/Alibaba_PP/20250425000000/Qwen.txt,privacy_policies/new_unique_text_PP/OpenAI_PP/20230227230602/privacy-policy.txt,First-party Data Collection
Anthropic,OpenAI,"with you, including to send you information about","with you, including to send you information about",privacy_policies/new_unique_text_PP/Anthropic_PP/20241219083518/privacy.txt,privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20241104000000/eu-privacy-policy.txt,Other
OpenAI,xAI,determine the general area from which your device accesses our services based on information like its ip address for security reasons and to make your product experience better,determine the general area from which your device accesses our services based on information like its ip address for security reasons and to make your product experience better,privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20260210064516/index.txt,privacy_policies/new_unique_text_PP/xAI_PP/20250124023459/privacy-policy.txt,First-party Data Collection
Alibaba,OpenAI,"rights, privacy, safety, or property of our users","rights, privacy, safety, or property of our users, us, our affiliates, or any third party to comply with legal obligations and to protect the rights, privacy, safety, or property of our users",privacy_policies/new_unique_text_PP/Alibaba_old_PP/20250120114200/Qwen.txt,privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20231222085448/eu-privacy-policy.txt,Third Party Sharing/Collection
Anthropic,OpenAI,from your use of the services when you,from your use of the services:when you,privacy_policies/new_unique_text_PP/Anthropic_PP/20240225205441/privacy.txt,privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20260210064516/index.txt,Other
AI21,OpenAI,"outside of the <JURISDICTION> , <JURISDICTION> and the <JURISDICTION> for the purposes described in this privacy policy","outside of the <JURISDICTION> , <JURISDICTION> and the <JURISDICTION> for the purposes described in this privacy policy",privacy_policies/new_unique_text_PP/AI21_PP/20250729000000/index.txt,privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20231222085448/eu-privacy-policy.txt,International and Specific Audiences
OpenAI,xAI,"legal obligations and to protect the rights, privacy, safety, or property of our users, us, our affiliates, or any third party to comply with legal obligations and to protect the rights, privacy, safety, or property of our users","legal obligations and to protect the rights, privacy, safety, or property of our users",privacy_policies/new_unique_text_PP/OpenAI_EU_PP/20231222085448/eu-privacy-policy.txt,privacy_policies/new_unique_text_PP/xAI_PP/20250124023459/privacy-policy.txt,Third Party Sharing/Collection
