case_hash,occurrence_count,company_a,company_b,representative_text_a,representative_text_b,representative_path_a,representative_path_b,category
e0b91a45ad683a6ac6afcbe97a37c9f32281984a,2,DeepSeek,OpenAI,"from our trusted partners, such as security partners, to protect against fraud, abuse, and other security threats to our services","from our trusted partners, such as security partners, to protect against fraud, abuse, and other security threats to our services",DeepSeek_PP\20250704000000\deepseek-privacy-policy.txt,OpenAI_PP\20241203173911\privacy-policy.txt,Data Security
e0d2bf681af659c30b9e82bfc3d5432a570fa665,80,Anthropic,Mistral,and process your personal data when you use our,and process your personal data when you use our,Anthropic_PP\20240304151321\privacy.txt,Mistral_old_PP\20231211094117\Policy.txt,First-party Data Collection
e0e308893e2035262ce2ac88db863653d6865be6,85,OpenAI,xAI,"by using our service, you understand and acknowledge that your personal information will be","by using our service, you understand and acknowledge that your personal information will be",OpenAI_EU_PP\20231115012513\eu-privacy-policy.txt,xAI_PP\20241110065240\privacy-policy.txt,Other
e1840c26c24fa133d4c50c08d36af4932322457a,28,DeepSeek,OpenAI,performance of a contract with you when we provide and maintain our services.your consent when we ask for it to process your personal data for a specific purpose to communicate with you. performance of a contract with you when we provide and maintain our services,performance of a contract with you when we provide and maintain our services,DeepSeek_PP\20250214185351\deepseek-privacy-policy.txt,OpenAI_EU_PP\20231115012513\eu-privacy-policy.txt,Other
e1b567b9249fca810f0a2ae00b7f23f01fde9df7,2,DeepSeek,OpenAI,services.your consent when we ask for it,services.your consent when we ask for it,DeepSeek_PP\20250214185351\deepseek-privacy-policy.txt,OpenAI_EU_PP\20231222085448\eu-privacy-policy.txt,Other
e1f20874c08bc53372e2a474bfde55d413832d44,2,DeepSeek,OpenAI,"a note about accuracy: services like <PROVIDER> generate responses by reading a user’s request and, in response, predicting the words most likely to appear next. in some cases, the words most likely to appear next may not be the most factually accurate.for this reason, you should not rely on the factual accuracy of output from our models. if you notice that output contains factually inaccurate information about you and you would like to request a correction or removal of the information, you can submit these requests <EMAIL> we will consider your request based on applicable law and the technical capabilities of our models. for this reason, you should not rely on the factual accuracy of output from our models. if you notice that output contains factually inaccurate information about you and you would like to request a correction or removal of the information, you can submit these requests <EMAIL> we will consider your request based on applicable law and the technical capabilities of our models","a note about accuracy: services like <PROVIDER> generate responses by reading a user’s request and, in response, predicting the words most likely to appear next. in some cases, the words most likely to appear next may not be the most factually accurate. for this reason, you should not rely on the factual accuracy of output from our models. if you notice that <PROVIDER> output contains factually inaccurate information about you and you would like to request a correction or removal of the information, you can submit these requests through privacy. <PROVIDER> .com or to <EMAIL> ⁠, and we will consider your request based on applicable law and the technical capabilities of our models. for",DeepSeek_PP\20250214185351\deepseek-privacy-policy.txt,OpenAI_EU_PP\20241104000000\eu-privacy-policy.txt,User Access/Edit/Deletion
e20f399f290b403e5061b15c42758f82720bb83a,6,Anthropic,xAI,your feedback (as defined in our terms of,your feedback (as defined in our terms of,Anthropic_old_PP\20230330164702\legal.txt,xAI_PP\20241110065240\privacy-policy.txt,Model Training
e22a5c563f6c3c120f4e024171a8c4879b5c822c,12,OpenAI,xAI,"and other content you upload, such as files","and other content you upload, such as files",OpenAI_EU_PP\20241104000000\eu-privacy-policy.txt,xAI_PP\20250215010404\privacy-policy.txt,Other
e303a36595a0bdbf09e887712ac7a406cb398b20,15,Anthropic,xAI,privacy policy from time to time. when we,privacy policy from time to time. when we,Anthropic_old_PP\20230309171545\legal.txt,xAI_PP\20250124023459\privacy-policy.txt,Policy Change
e3188cd003b2c3773148ecd11313994db830cdd6,1,ByteDance,OpenAI,share your personal information with third parties without,share your personal information with third parties without,ByteDance_doubao_PP\20240529154215\privacy-policy.txt,OpenAI_PP\20230227230602\privacy-policy.txt,Third-Party Sharing/Collection
e3c6c2b85b2c7e7028860a8d22d25a4d567cf714,6,Anthropic,xAI,request and we will make every effort to,request and we will make every effort to,Anthropic_PP\20240225205441\privacy.txt,xAI_PP\20241110065240\privacy-policy.txt,Other
e3e6c0e48d9425e2f29e8ecc4660aabe0476f584,16,DeepSeek,OpenAI,"however, no internet or email transmission is ever fully secure or error free. in particular, email sent to or from us may not be secure. therefore, you should take special care in deciding what information you send to us via the service or email. in addition, we are not responsible for circumvention of any privacy settings or security measures contained on the service, or third-party websites","however, no internet or email transmission is ever fully secure or error free. in particular, email sent to or from us may not be secure. therefore, you should take special care in deciding what information you send to us via the service or email. in addition, we are not responsible for circumvention of any privacy settings or security measures contained on the service, or third-party websites",DeepSeek_old_PP\20240520220020\DeepSeek%20Privacy%20Policy.txt,OpenAI_EU_PP\20231115012513\eu-privacy-policy.txt,Data Security
e42d20efae3a5bd1aad495a796afad4ac81497ea,70,OpenAI,xAI,the right to appeal a decision we make,the right to appeal a decision we make,OpenAI_EU_PP\20231115012513\eu-privacy-policy.txt,xAI_PP\20231106075325\privacy-policy.txt,Other
e4936d332256430dfac7f616e31a24fd130604f7,3,OpenAI,xAI,"information that is publicly available on the internet, to",information that is publicly available on the internet to,OpenAI_EU_PP\20241104000000\eu-privacy-policy.txt,xAI_PP\20250103080755\privacy-policy.txt,Other
e5081b79bcfc7e3b28e7e52901c24c238794b769,14,Anthropic,OpenAI,"we collect your name, contact information, and the contents of any messages you send","we collect your name, contact information, and the contents of any messages you send",Anthropic_PP\20240607083447\privacy.txt,OpenAI_EU_PP\20231222085448\eu-privacy-policy.txt,First-party Data Collection
e513c4922a64a8bf6e47ef5489b82188314d9476,24,DeepSeek,OpenAI,"pursuant to our instructions, these parties will access, process, or store personal data only in the course of performing their duties to us","pursuant to our instructions, these parties will access, process, or store personal information only in the course of performing their duties to us",DeepSeek_PP\20250214185351\deepseek-privacy-policy.txt,OpenAI_EU_PP\20231115012513\eu-privacy-policy.txt,Third-Party Sharing/Collection
e5311dd7d972a897e5403fe62a23a13d4e99fdde,1,OpenAI,xAI,"to vendors and service providers, including providers of hosting services",to vendors and service providers including providers of hosting services,OpenAI_EU_PP\20231222085448\eu-privacy-policy.txt,xAI_PP\20250103080755\privacy-policy.txt,Third-Party Sharing/Collection
e53c73d3a28cbcfac6238731daba450953b359c6,9,Alibaba,OpenAI,"to protect the rights, privacy, safety, or property","to protect the rights, privacy, safety, or property",Alibaba_old_PP\20250120114200\Qwen.txt,OpenAI_EU_PP\20231222085448\eu-privacy-policy.txt,Data Security
e58099f9d2fd712159854e89c116b4b700223c5f,66,Anthropic,xAI,not always be possible for us to do,not always be possible for us to do,Anthropic_PP\20240225205441\privacy.txt,xAI_PP\20241110065240\privacy-policy.txt,Other
e5bd8887a8d1af3a18e6795cdd2578918f758af6,1,OpenAI,xAI,our processing is based on our legitimate interests,"our processing is based on our legitimate interests, ask us torestrict processingof your personal information orrequest portabilityof your personal information, (i.e., your data to be transferred in a readable and standardized format). you canobject to processingof your personal information when our processing is based on our legitimate interests",OpenAI_EU_PP\20231222085448\eu-privacy-policy.txt,xAI_PP\20241110065240\privacy-policy.txt,Data Transfer
e5ee8d586f44285a1c7e08a45c0d240b5d04d16b,22,Anthropic,DeepSeek,children under the age of 18. if you,children under the age of 18. if you,Anthropic_PP\20240225205441\privacy.txt,DeepSeek_old_PP\20240520220020\DeepSeek%20Privacy%20Policy.txt,Children's Privacy
e617cad8eb97d6a538ae4b8a974e4de3f17220ca,6,Anthropic,DeepSeek,"contact information, and the contents of any messages you send","contact information, and the contents of any messages you send",Anthropic_PP\20240607083447\privacy.txt,DeepSeek_old_PP\20240520220020\DeepSeek%20Privacy%20Policy.txt,First-party Data Collection
e622c6694a4e774a3ab3d04aa7d6e2e808c927f1,90,OpenAI,xAI,the factual accuracy of output from our models,the factual accuracy of output from our models,OpenAI_EU_PP\20231115012513\eu-privacy-policy.txt,xAI_PP\20241110065240\privacy-policy.txt,Model Training
e71b10d74c8adec3875e9cc412d0a245e61d1f00,32,Anthropic,xAI,do not override our interests. our legitimate interests,do not override our interests. our legitimate interests,Anthropic_PP\20240225205441\privacy.txt,xAI_PP\20241110065240\privacy-policy.txt,Other
e730f8325a97df9464b4bbf5d079340912204261,6,OpenAI,xAI,information used to develop our large language models,information used to develop our large language models,OpenAI_EU_PP\20231222085448\eu-privacy-policy.txt,xAI_PP\20241110065240\privacy-policy.txt,Model Training
e78bbcaae6abfb527df242857a313514a47271e2,2,AI21,Cohere,of personal information: we do not “sell” or,of personal information we do not sell or,AI21_PP\20250729000000\index.txt,Cohere_old_PP\20210530222620\privacy.txt,Other
